x_coordinate,y_coordinate,r,g,b
44.0,30.0,157.0,99.0,53.0
44.0,31.0,185.0,145.0,103.0
44.0,32.0,188.0,156.0,115.0
44.0,33.0,185.0,154.0,112.0
44.0,34.0,154.0,132.0,108.0
44.0,35.0,95.0,91.0,89.0
44.0,36.0,39.0,42.0,50.0
44.0,37.0,32.0,36.0,45.0
44.0,38.0,28.0,31.0,40.0
44.0,39.0,24.0,28.0,38.0
44.0,40.0,40.0,40.0,48.0
44.0,41.0,176.0,167.0,153.0
44.0,42.0,215.0,200.0,178.0
44.0,43.0,188.0,171.0,154.0
44.0,44.0,176.0,160.0,144.0
44.0,45.0,168.0,152.0,136.0
44.0,46.0,167.0,153.0,139.0
44.0,47.0,164.0,152.0,138.0
44.0,48.0,162.0,149.0,134.0
45.0,1.0,119.0,129.0,92.0
45.0,2.0,117.0,125.0,91.0
45.0,3.0,133.0,137.0,110.0
45.0,4.0,149.0,144.0,126.0
45.0,5.0,136.0,127.0,108.0
45.0,6.0,128.0,120.0,101.0
45.0,7.0,123.0,115.0,98.0
45.0,8.0,134.0,125.0,107.0
45.0,9.0,163.0,153.0,133.0
45.0,10.0,170.0,158.0,136.0
45.0,11.0,151.0,146.0,132.0
45.0,12.0,125.0,123.0,110.0
45.0,13.0,120.0,116.0,102.0
45.0,14.0,123.0,117.0,102.0
45.0,15.0,121.0,115.0,100.0
45.0,16.0,118.0,114.0,98.0
45.0,17.0,124.0,119.0,101.0
45.0,18.0,134.0,128.0,108.0
45.0,19.0,131.0,125.0,105.0
45.0,20.0,131.0,124.0,105.0
45.0,21.0,138.0,130.0,112.0
45.0,22.0,140.0,131.0,113.0
45.0,23.0,139.0,129.0,111.0
45.0,24.0,138.0,128.0,108.0
45.0,25.0,141.0,129.0,107.0
45.0,26.0,190.0,164.0,134.0
45.0,27.0,238.0,204.0,169.0
45.0,28.0,250.0,220.0,187.0
45.0,29.0,198.0,155.0,120.0
45.0,30.0,154.0,95.0,48.0
45.0,31.0,143.0,107.0,72.0
45.0,32.0,138.0,117.0,88.0
45.0,33.0,135.0,115.0,86.0
45.0,34.0,131.0,110.0,82.0
45.0,35.0,119.0,105.0,91.0
45.0,36.0,59.0,58.0,63.0
45.0,37.0,28.0,31.0,39.0
45.0,38.0,9.0,13.0,22.0
45.0,39.0,13.0,17.0,26.0
45.0,40.0,107.0,104.0,100.0
45.0,41.0,224.0,211.0,186.0
45.0,42.0,188.0,171.0,152.0
45.0,43.0,178.0,161.0,146.0
45.0,44.0,183.0,171.0,157.0
45.0,45.0,192.0,183.0,171.0
45.0,46.0,198.0,190.0,180.0
45.0,47.0,202.0,196.0,185.0
45.0,48.0,201.0,195.0,186.0
46.0,1.0,118.0,115.0,90.0
46.0,2.0,117.0,114.0,90.0
46.0,3.0,119.0,115.0,94.0
46.0,4.0,128.0,121.0,102.0
46.0,5.0,128.0,121.0,103.0
46.0,6.0,118.0,112.0,92.0
46.0,7.0,122.0,116.0,98.0
46.0,8.0,124.0,117.0,100.0
46.0,9.0,126.0,120.0,103.0
46.0,10.0,125.0,121.0,103.0
46.0,11.0,124.0,118.0,102.0
46.0,12.0,123.0,119.0,103.0
46.0,13.0,121.0,118.0,102.0
46.0,14.0,121.0,116.0,101.0
46.0,15.0,118.0,112.0,96.0
46.0,16.0,117.0,112.0,97.0
46.0,17.0,110.0,105.0,91.0
46.0,18.0,109.0,104.0,90.0
46.0,19.0,108.0,103.0,90.0
46.0,20.0,109.0,103.0,90.0
46.0,21.0,110.0,103.0,90.0
46.0,22.0,109.0,103.0,90.0
46.0,23.0,112.0,104.0,92.0
46.0,24.0,117.0,108.0,94.0
46.0,25.0,156.0,134.0,108.0
46.0,26.0,224.0,181.0,140.0
46.0,27.0,235.0,189.0,149.0
46.0,28.0,239.0,193.0,154.0
46.0,29.0,197.0,144.0,104.0
46.0,30.0,155.0,93.0,48.0
46.0,31.0,133.0,95.0,63.0
46.0,32.0,117.0,100.0,76.0
46.0,33.0,116.0,100.0,75.0
46.0,34.0,117.0,100.0,76.0
46.0,35.0,108.0,96.0,81.0
46.0,36.0,57.0,56.0,60.0
46.0,37.0,40.0,42.0,51.0
46.0,38.0,26.0,31.0,41.0
46.0,39.0,65.0,65.0,68.0
46.0,40.0,207.0,195.0,175.0
46.0,41.0,208.0,189.0,166.0
46.0,42.0,180.0,162.0,144.0
46.0,43.0,191.0,176.0,162.0
46.0,44.0,193.0,181.0,167.0
46.0,45.0,187.0,174.0,162.0
46.0,46.0,184.0,170.0,158.0
46.0,47.0,190.0,177.0,164.0
46.0,48.0,192.0,179.0,164.0
47.0,1.0,99.0,94.0,74.0
47.0,2.0,99.0,94.0,74.0
47.0,3.0,102.0,95.0,78.0
47.0,4.0,98.0,91.0,74.0
47.0,5.0,96.0,90.0,72.0
47.0,6.0,93.0,89.0,70.0
47.0,7.0,98.0,93.0,77.0
47.0,8.0,95.0,89.0,73.0
47.0,9.0,93.0,90.0,72.0
47.0,10.0,98.0,95.0,79.0
47.0,11.0,106.0,103.0,88.0
47.0,12.0,104.0,101.0,88.0
47.0,13.0,98.0,95.0,83.0
47.0,14.0,99.0,95.0,83.0
47.0,15.0,101.0,97.0,84.0
47.0,16.0,98.0,95.0,82.0
47.0,17.0,89.0,85.0,72.0
47.0,18.0,96.0,90.0,76.0
47.0,19.0,103.0,95.0,80.0
47.0,20.0,101.0,89.0,74.0
47.0,21.0,98.0,86.0,71.0
47.0,22.0,102.0,90.0,75.0
47.0,23.0,96.0,84.0,70.0
47.0,24.0,103.0,88.0,73.0
47.0,25.0,170.0,136.0,103.0
47.0,26.0,223.0,174.0,128.0
47.0,27.0,227.0,175.0,132.0
47.0,28.0,228.0,176.0,134.0
47.0,29.0,193.0,138.0,96.0
47.0,30.0,153.0,92.0,47.0
47.0,31.0,125.0,85.0,52.0
47.0,32.0,103.0,89.0,71.0
47.0,33.0,112.0,101.0,88.0
47.0,34.0,112.0,101.0,94.0
47.0,35.0,105.0,98.0,96.0
47.0,36.0,71.0,70.0,74.0
47.0,37.0,43.0,46.0,54.0
47.0,38.0,56.0,58.0,64.0
47.0,39.0,180.0,171.0,159.0
47.0,40.0,214.0,194.0,170.0
47.0,41.0,179.0,151.0,128.0
47.0,42.0,171.0,144.0,123.0
47.0,43.0,167.0,144.0,123.0
47.0,44.0,164.0,143.0,124.0
47.0,45.0,169.0,147.0,129.0
47.0,46.0,174.0,153.0,133.0
47.0,47.0,170.0,149.0,128.0
47.0,48.0,165.0,143.0,122.0
48.0,1.0,82.0,78.0,60.0
48.0,2.0,82.0,77.0,60.0
48.0,3.0,80.0,76.0,59.0
48.0,4.0,79.0,75.0,58.0
48.0,5.0,83.0,79.0,62.0
48.0,6.0,77.0,74.0,57.0
48.0,7.0,76.0,72.0,56.0
48.0,8.0,75.0,70.0,54.0
48.0,9.0,75.0,72.0,55.0
48.0,10.0,77.0,73.0,57.0
48.0,11.0,87.0,82.0,67.0
48.0,12.0,84.0,79.0,66.0
48.0,13.0,77.0,72.0,60.0
48.0,14.0,79.0,74.0,62.0
48.0,15.0,85.0,80.0,68.0
48.0,16.0,78.0,72.0,60.0
48.0,17.0,76.0,69.0,56.0
48.0,18.0,103.0,91.0,76.0
48.0,19.0,128.0,109.0,89.0
48.0,20.0,121.0,101.0,81.0
48.0,21.0,106.0,89.0,72.0
48.0,22.0,92.0,75.0,62.0
48.0,23.0,58.0,43.0,35.0
48.0,24.0,44.0,31.0,25.0
48.0,25.0,71.0,52.0,38.0
48.0,26.0,132.0,100.0,74.0
48.0,27.0,152.0,116.0,87.0
48.0,28.0,157.0,121.0,92.0
48.0,29.0,154.0,113.0,83.0
48.0,30.0,151.0,103.0,71.0
48.0,31.0,150.0,114.0,88.0
48.0,32.0,146.0,128.0,114.0
48.0,33.0,146.0,128.0,120.0
48.0,34.0,128.0,111.0,109.0
48.0,35.0,101.0,89.0,88.0
48.0,36.0,86.0,81.0,82.0
48.0,37.0,67.0,67.0,72.0
48.0,38.0,143.0,138.0,130.0
48.0,39.0,208.0,186.0,163.0
48.0,40.0,171.0,138.0,112.0
48.0,41.0,152.0,116.0,92.0
48.0,42.0,148.0,115.0,91.0
48.0,43.0,164.0,134.0,111.0
48.0,44.0,174.0,145.0,123.0
48.0,45.0,167.0,141.0,118.0
48.0,46.0,157.0,135.0,111.0
48.0,47.0,154.0,134.0,111.0
48.0,48.0,153.0,135.0,115.0
